Open timestamp,Open,High,Low,Close,Volume,Close timestamp,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Can be ignored
1603935000000,0.00228620,0.00228890,0.00228210,0.00228330,16015.82000000,1603936799999,36.61099171,747,7827.89000000,17.89591300,0
1603936800000,0.00228340,0.00228820,0.00228160,0.00228270,16448.44000000,1603938599999,37.57687791,545,10167.97000000,23.23020608,0
1603938600000,0.00228180,0.00228750,0.00228120,0.00228560,17972.42000000,1603940399999,41.06165830,661,13213.50000000,30.18981297,0
1603940400000,0.00228560,0.00229140,0.00228290,0.00228540,21009.64000000,1603942199999,48.04970029,763,15902.25000000,36.37282757,0
1603942200000,0.00228480,0.00228520,0.00227930,0.00227960,23906.15000000,1603943999999,54.58145279,709,19448.50000000,44.40848120,0
